gene	tss	aaa	length
Stard4	33332408	33346915	14507
Stard5	83281167	83302335	21168
Stard6	70605525	70634137	28612
Stard7	127112138	127140852	28714
Stard8	98046854	98118334	71480
Stard9	120459602	120562376	102774
Stat1	52158599	52201024	42425
Stat2	128106428	128128718	22290
Stat3	100775924	100830366	54442
Stat4	52026307	52146348	120041
Stat5a	100750177	100775995	25818
Stat5b	100671557	100741550	69993
Stat6	127478855	127496826	17971
Stau1	166789469	166838219	48750
Stau2	16298898	16590336	291438
Stbd1	92750900	92754438	3538
Stc1	69266687	69279253	12566
Stc2	31307307	31320074	12767
Steap1	5786317	5799326	13009
Steap2	5714829	5744578	29749
Steap3	120118487	120200435	81948
Steap4	8010457	8032213	21756
Steep1	36087390	36137764	50374
Stfa1	36097313	36105735	8422
Stfa2	36224354	36228819	4465
Stfa2l1	35977181	35982323	5142
Stfa3	36270899	36275754	4855
Stil	114857356	114900393	43037
Stim1	101917013	102086526	169513
Stim2	54155841	54278399	122558
Stimate	30547547	30599167	51620
Sting1	35866732	35873607	6875
Stip1	6998070	7017335	19265
Stk-ps1	36708336	36709409	1073
Stk-ps2	46059232	46069629	10397
Stk10	32483305	32574587	91282
Stk11	79951637	79966516	14879
Stk11ip	75498173	75513979	15806
Stk16	75187482	75192250	4768
Stk17b	53794665	53824383	29718
Stk19	35042969	35055921	12952
Stk19-ps1	34963727	34966128	2401
Stk24	121523755	121617423	93668
Stk25	93547473	93586381	38908
Stk26	49929924	49981974	52050
Stk3	34875642	35179067	303425
Stk31	49372538	49446435	73897
Stk32a	43340648	43451747	111099
Stk32b	37604169	37874515	270346
Stk32c	138683554	138793223	109669
Stk33	108878430	109038288	159858
Stk35	129642437	129674207	31770
Stk36	74640604	74676053	35449
Stk38	29189854	29226969	37115
Stk38l	146626493	146680310	53817
Stk39	68040789	68302612	261823
Stk4	163912242	163997444	85202
Stk40	125997750	126034822	37072
Stkld1	26824059	26843508	19449
Stmn1	134195631	134201154	5523
Stmn1-rs1	115110588	115111049	461
Stmn2	8574420	8626666	52246
Stmn3	180948252	180956293	8041
Stmn4	66581745	66599129	17384
Stmnd1	46427197	46453591	26394
Stn1	47489472	47525946	36474
Stom	35203998	35226988	22990
Stoml1	58160447	58169803	9356
Stoml2	43027690	43031710	4020
Stoml3	53396074	53415923	19849
Ston1	88905112	88970014	64902
Ston2	91599783	91755161	155378
Stox1	62494822	62561907	67085
Stox2	47633083	47899397	266314
Stpg1	135222101	135265114	43013
Stpg2	138911455	139416060	504605
Stpg3	25102219	25104649	2430
Stpg4	87696999	87735169	38170
Stra6	57971071	58061279	90208
Stra6l	45848664	45887008	38344
Stra8	34897098	34916279	19181
Strada	106054156	106092994	38838
Stradb	59012681	59034874	22193
Strap	137712076	137728930	16854
Strbp	37373240	37593871	220631
Strc	121194209	121217649	23440
Strip1	107519848	107539010	19162
Strip2	29917011	29959680	42669
Strit1	63388533	63391300	2767
Strn	78957342	79044625	87283
Strn3	51656415	51738680	82265
Strn4	16549814	16574856	25042
Stt3a	36640640	36678975	38335
Stt3b	115071649	115139489	67840
Stub1	26049479	26052378	2899
Stum	180259952	180311069	51117
Stx11	12813953	12840042	26089
Stx12	132580812	132611820	31008
Stx16	173918101	173941564	23463
Stx17	48124915	48186507	61592
Stx18	38196086	38295109	99023
Stx19	62635039	62644709	9670
Stx1a	135052336	135079954	27618
Stx1b	127403072	127423721	20649
Stx2	129061621	129085638	24017
Stx3	11752482	11796767	44285
Stx4a	127423466	127448191	24725
Stx5a	8718777	8733433	14656
Stx6	155034461	155084002	49541
Stx7	24025200	24066120	40920
Stx8	67857019	68097974	240955
Stxbp1	32677614	32737257	59643
Stxbp2	3680955	3693644	12689
Stxbp3	108700492	108747842	47350
Stxbp3-ps	9535156	9536547	1391
Stxbp4	90367318	90528910	161592
Stxbp5	9631291	9776823	145532
Stxbp5l	36935304	37205324	270020
Stxbp6	44899267	45121492	222225
Styk1	131276105	131330560	54455
Styx	45588550	45660277	71727
Styxl1	135776074	135807239	31165
Sub1	11981425	11997069	15644
Sucla2	73762759	73833582	70823
Suclg1	73225365	73253894	28529
Suclg2	95449990	95695781	245791
Sucnr1	59989290	59994987	5697
Suco	161643683	161704251	60568
Suds3	117229745	117254178	24433
Sufu	46385335	46477243	91908
Sugct	17032057	17870138	838081
Sugp1	70495463	70524997	29534
Sugp2	70686876	70732565	45689
Sugt1	79825131	79872636	47505
Sulf1	12762501	12931416	168915
Sulf2	165915009	165997583	82574
Sult1a1	126272037	126275604	3567
Sult1b1	87661198	87686054	24856
Sult1c1	54268643	54297702	29059
Sult1c2	54136665	54153367	16702
Sult1c2-ps1	54182018	54182578	560
Sult1c2-ps2	54109888	54110507	619
Sult1d1	87702504	87716886	14382
Sult1e1	87723828	87739453	15625
Sult2a-ps1	13455004	13456390	1386
Sult2a-ps2	13580086	13581541	1455
Sult2a-ps3	13869347	13874929	5582
Sult2a-ps4	13905561	13927449	21888
Sult2a1	13530171	13571334	41163
Sult2a2	13467430	13513561	46131
Sult2a3	13801371	13856969	55598
Sult2a4	13643601	13723532	79931
Sult2a5	13357892	13404732	46840
Sult2a6	13956328	13988795	32467
Sult2a7	14198976	14228155	29179
Sult2a8	14144611	14180694	36083
Sult2b1	45379407	45434093	54686
Sult3a1	33733717	33755528	21811
Sult3a2	33642420	33662700	20280
Sult4a1	83960298	83989955	29657
Sult5a1	123866931	123885054	18123
Sult6b1	79191367	79214421	23054
Sult6b2	142730930	142750228	19298
Sumf1	108083989	108162543	78554
Sumf2	129875827	129892891	17064
Sumo1	59625717	59709993	84276
Sumo2	115413928	115427102	13174
Sumo3	77441931	77454165	12234
Sun1	139186392	139235595	49203
Sun2	79608271	79626737	18466
Sun3	8966054	8998991	32937
Sun5	153698108	153713004	14896
Suox	128505763	128509942	4179
Supt16	52397871	52434873	37002
Supt20	54600228	54636187	35959
Supt20-ps	92963901	92965568	1667
Supt3	45088039	45430177	342138
Supt4a	87628378	87634449	6071
Supt4b	31289811	31290161	350
Supt5	28014316	28038171	23855
Supt6	78097572	78136813	39241
Supt7l	31671908	31685151	13243
Supv3l1	62264988	62285517	20529
Surf1	26803393	26806542	3149
Surf2	26806379	26810195	3816
Surf4	26810052	26823940	13888
Surf6	26778640	26792891	14251
Susd1	59314683	59438633	123950
Susd2	75472540	75479842	7302
Susd3	49384166	49402182	18016
Susd4	182591425	182724156	132731
Susd5	113886208	113927796	41588
Susd6	80837284	80927609	90325
Suv39h1	7927410	7940999	13589
Suv39h2	3456852	3476068	19216
Suz12	79883932	79924949	41017
Sv2a	96088467	96102837	14370
Sv2b	74764642	74959010	194368
Sv2c	96091102	96269085	177983
Sva	42015328	42019785	4457
Sval1	41928564	41933032	4468
Sval2	41829923	41841347	11424
Sval3	41945074	41950024	4950
Svbp	119052503	119058495	5992
Svep1	58042442	58206859	164417
Svet1	29598865	29602804	3939
Svil	4920540	5119299	198759
Svip	51646919	51655766	8847
Svop	114164971	114229631	64660
Svopl	37960674	38023931	63257
Svs1	48963795	48968656	4861
Svs2	164077849	164080386	2537
Svs3a	164131188	164133420	2232
Svs3b	164096283	164098560	2277
Svs4	164117872	164120379	2507
Svs5	164174660	164176316	1656
Svs6	164158671	164160373	1702
Swap70	109820918	109882713	61795
Swi5	32168828	32178087	9259
Swsap1	21867051	21869560	2509
Swt1	151243450	151304206	60756
Syap1	161640053	161671443	31390
Sybu	44535252	44651459	116207
Syce1	140357142	140367765	10623
Syce1l	114369845	114382165	12320
Syce2	85598740	85614850	16110
Syce3	89274377	89294706	20329
Sycn	28240310	28241634	1324
Sycp1	102725815	102843416	117601
Sycp1-ps1	18520257	18523024	2767
Sycp2	177987086	178049478	62392
Sycp2l	41267783	41327827	60044
Sycp3	88295431	88309098	13667
Syde1	78420337	78427798	7461
Syde2	145693625	145727475	33850
Syf2	134658209	134664859	6650
Syk	52737209	52802828	65619
Sympk	18758302	18788543	30241
Syn1	20726750	20787243	60493
Syn2	115111863	115258967	147104
Syn3	85890989	86334760	443771
Syna	134587000	134589025	2025
Synb	69526793	69531748	4955
Sync	129181410	129202352	20942
Syncrip	88329062	88364627	35565
Syndig1	149671131	149846312	175181
Syndig1l	84724051	84745605	21554
Syne1	4970917	5501482	530565
Syne2	75864908	76157700	292792
Syne3	104896192	104976068	79876
Syne4	30014232	30018471	4239
Syngap1	27160227	27191408	31181
Syngr1	79975535	80003702	28167
Syngr2	117700494	117705109	4615
Syngr3	24904066	24908929	4863
Syngr4	45534646	45546138	11492
Synj1	90732980	90808196	75216
Synj2	5991555	6094565	103010
Synj2bp	81544715	81579685	34970
Synm	67379908	67409490	29582
Synpo	60727045	60793214	66169
Synpo2	122870168	123029798	159630
Synpo2l	20709014	20718422	9408
Synpr	8853423	9184983	331560
Synrg	83855254	83935404	80150
Syp	7504710	7519495	14785
Sypl	33003890	33029859	25969
Sypl2	108118788	108133964	15176
Sys1	164298884	164321558	22674
Syt1	108333511	108846843	513332
Syt10	89666596	89726063	59467
Syt11	88652007	88682471	30464
Syt12	4495936	4527475	31539
Syt13	92745443	92786403	40960
Syt14	192573541	192718083	144542
Syt15	33941552	33952377	10825
Syt16	74044435	74320041	275606
Syt17	117979940	118047445	67505
Syt2	134574415	134690331	115916
Syt3	44033526	44049611	16085
Syt4	31570861	31580459	9598
Syt5	4542764	4550540	7776
Syt6	103482547	103552885	70338
Syt7	10366454	10430544	64090
Syt8	141988587	141994133	5546
Syt9	106969935	107147863	177928
Sytl1	132980401	132990424	10023
Sytl2	89951460	90059927	108467
Sytl3	6926492	7005443	78951
Sytl4	132837134	132882561	45427
Sytl5	9751861	9860782	108921
Syvn1	6096606	6103742	7136
Szrd1	140840312	140867086	26774
Szt2	118219940	118266470	46530
T	8653255	8661328	8073
T2	8574824	8642345	67521
Taar1	23796254	23797367	1113
Taar2	23814470	23817481	3011
Taar3	23825456	23826487	1031
Taar4	23836392	23837435	1043
Taar5	23846604	23847617	1013
Taar6	23860507	23861544	1037
Taar7a	23868303	23869379	1076
Taar7b	23875837	23876913	1076
Taar7c-ps	23889368	23890422	1054
Taar7d	23903120	23904196	1076
Taar7e	23913512	23914588	1076
Taar7f	23925408	23926484	1076
Taar8a	23952398	23953432	1034
Taar8b	23967158	23968192	1034
Taar8c	23976776	23977810	1034
Taar9	23984386	23985432	1046
Tab1	80017328	80045908	28580
Tab2	7781417	7831994	50577
Tab3	84617628	84678075	60447
Tac1	7554879	7565834	10955
Tac2	127560347	127567637	7290
Tac4	95152355	95160091	7736
Tacc1	25644568	25746604	102036
Tacc2	130179168	130366515	187347
Tacc3	33815472	33836339	20867
Taco1	105956887	105964438	7551
Taco1os	105955903	105957131	1228
Tacr1	82379315	82537085	157770
Tacr2	62088217	62101769	13552
Tacr3	134534768	134640340	105572
Tacstd2	67511046	67512780	1734
Tada1	166206666	166221190	14524
Tada2a	83969746	84020426	50680
Tada2b	36631014	36641629	10615
Tada3	113342986	113354844	11858
Taf1	100576340	100645395	69055
Taf10	105388600	105393568	4968
Taf11	28120096	28128818	8722
Taf12	132001686	132023077	21391
Taf13	108479014	108490538	11524
Taf15	83363912	83397569	33657
Taf1a	183170325	183191020	20695
Taf1b	24548358	24608538	60180
Taf1c	120324610	120331961	7351
Taf1d	15217510	15228287	10777
Taf2	54878527	54935548	57021
Taf3	9919363	10053407	134044
Taf4	179553945	179618439	64494
Taf4b	14916302	15033416	117114
Taf5	47056185	47071918	15733
Taf5l	124723057	124748136	25079
Taf6	138176879	138185713	8834
Taf6l	8751851	8763781	11930
Taf7	37773544	37777257	3713
Taf7l	133360867	133377239	16372
Taf7l2	115947569	115949822	2253
Taf8	47794289	47813217	18928
Taf9	100788087	100792568	4481
Taf9-ps	37139107	37139874	767
Taf9b	105250489	105264764	14275
Tafa1	96090135	96634159	544024
Tafa2	123099901	123577109	477208
Tafa3	104674722	104689156	14434
Tafa4	96808164	97037374	229210
Tafa5	87428500	87643565	215065
Tagap	8144832	8153729	8897
Tagap1	7222410	7228555	6145
Tagln	45840917	45847356	6439
Tagln2	172327614	172334947	7333
Tagln3	45531593	45544971	13378
Tal1	114913623	114928952	15329
Tal2	53779705	53788712	9007
Taldo1	140972112	140982881	10769
Tamalin	101122069	101130637	8568
Tamm41	114981342	115014837	33495
Tanc1	59442386	59676493	234107
Tanc2	105480812	105820130	339318
Tango2	18118689	18165967	47278
Tango6	107409700	107578071	168371
Tank	61408929	61484515	75586
Taok1	77419988	77498641	78653
Taok2	126464850	126483875	19025
Taok3	117258194	117413284	155090
Tap1	34406527	34416199	9672
Tap2	34422501	34435295	12794
Tapbp	34134873	34148266	13393
Tapbpl	125200896	125208823	7927
Tapt1	44332496	44383968	51472
Tarbp1	127152068	127201804	49736
Tarbp2	102426627	102432111	5484
Tardbp	148696839	148711476	14637
Tarm1	3535016	3551140	16124
Tars	11382387	11399751	17364
Tars2	95647288	95667518	20230
Tarsl2	65294646	65341839	47193
Tas1r1	152112371	152123025	10654
Tas1r2	139380849	139397591	16742
Tas1r3	155943725	155947819	4094
Tas2r102	132739094	132740137	1043
Tas2r103	133013126	133014064	938
Tas2r104	131661799	131662707	908
Tas2r105	131663495	131664458	963
Tas2r106	131654923	131655849	926
Tas2r107	131636081	131637112	1031
Tas2r108	40470463	40471475	1012
Tas2r109	132956978	132957928	950
Tas2r110	132844971	132845972	1001
Tas2r111-ps2	132797281	132798181	900
Tas2r113	132869974	132870903	929
Tas2r114	131666097	131667026	929
Tas2r115	132713966	132714998	1032
Tas2r116	132832401	132833318	917
Tas2r117	132779781	132780938	1157
Tas2r118	23969160	23970059	899
Tas2r119	32177435	32178440	1005
Tas2r120	132633916	132634807	891
Tas2r121	132677053	132677970	917
Tas2r122	132687962	132688891	929
Tas2r123	132824105	132825106	1001
Tas2r124	132731693	132732622	929
Tas2r125	132886614	132887550	936
Tas2r126	42411469	42412398	929
Tas2r129	132928065	132929029	964
Tas2r130	131606786	131607875	1089
Tas2r131	132933847	132934882	1035
Tas2r134	51517523	51518420	897
Tas2r135	42382368	42383460	1092
Tas2r136	132754142	132755125	983
Tas2r137	40468167	40469239	1072
Tas2r138	40589249	40590244	995
Tas2r139	42117870	42118829	959
Tas2r140	133031780	133032779	999
Tas2r141-ps4	133072033	133072978	945
Tas2r142-ps5	132878926	132879854	928
Tas2r143	42377172	42378053	881
Tas2r144	42192262	42193221	959
Tas2r145-ps3	132763699	132764690	991
Tas2r146-ps1	132910930	132911863	933
Tasl	84913960	84935105	21145
Tasor	27150791	27205512	54721
Tasor2	3616035	3661108	45073
Tasp1	139675400	139908725	233325
Tat	110717069	110726435	9366
Tatdn1	58762004	58805587	43583
Tatdn2	113674011	113688030	14019
Tatdn3	190778023	190795129	17106
Tax1bp1	52690714	52743765	53051
Tax1bp3	73067909	73073988	6079
Taz	73325518	73333757	8239
Tbata	61007733	61024620	16887
Tbc1d1	64313648	64508829	195181
Tbc1d10a	4136789	4165505	28716
Tbc1d10b	126796631	126807640	11009
Tbc1d10c	4233410	4241283	7873
Tbc1d12	38825023	38908367	83344
Tbc1d13	30023758	30042025	18267
Tbc1d14	36647948	36750620	102672
Tbc1d15	115033777	115087372	53595
Tbc1d16	119033871	119119325	85454
Tbc1d17	44484047	44498503	14456
Tbc1d19	53966948	54061307	94359
Tbc1d2	46604390	46650209	45819
Tbc1d20	152135748	152155916	20168
Tbc1d21	58266987	58277738	10751
Tbc1d22a	86098660	86382704	284044
Tbc1d22b	29768759	29825872	57113
Tbc1d22bos	29797790	29815279	17489
Tbc1d23	56989225	57051867	62642
Tbc1d24	24394405	24424536	30131
Tbc1d25	8020711	8042420	21709
Tbc1d2b	90084080	90152857	68777
Tbc1d30	121099725	121187183	87458
Tbc1d31	57775595	57833463	57868
Tbc1d32	55890389	56104785	214396
Tbc1d4	101679796	101846627	166831
Tbc1d5	51040152	51486380	446228
Tbc1d7	43305216	43324977	19761
Tbc1d8	39410573	39517836	107263
Tbc1d8b	138585745	138654154	68409
Tbc1d9	83891981	83999563	107582
Tbc1d9b	50022223	50063612	41389
Tbca	94925418	94979430	54012
Tbcb	29923556	29931697	8141
Tbcc	47201610	47202773	1163
Tbccd1	22631964	22676419	44455
Tbcd	121342775	121507990	165215
Tbce	14172534	14214223	41689
Tbcel	42323612	42419105	95493
Tbck	132389905	132547449	157544
Tbk1	121382360	121422692	40332
Tbkbp1	97026997	97042321	15324
Tbl1x	76554619	76706589	151970
Tbl1xr1	22130816	22270758	139942
Tbl2	135178511	135194614	16103
Tbl3	24916923	24926634	9711
Tbp	15720150	15748641	28491
Tbpl1	22579778	22607837	28059
Tbpl2	23961733	23986607	24874
Tbr1	61633274	61644458	11184
Tbrg1	37560059	37568608	8549
Tbrg4	6565598	6576067	10469
Tbx1	18399729	18409421	9692
Tbx10	4042752	4049512	6760
Tbx15	99147697	99261575	113878
Tbx18	87584853	87613313	28460
Tbx19	164965424	164988342	22918
Tbx2	85723377	85732774	9397
Tbx20	24629434	24685599	56165
Tbx21	96988897	97006157	17260
Tbx22	106711570	106732584	21014
Tbx3	119808734	119822789	14055
Tbx3os1	119708195	119809430	101235
Tbx3os2	119823160	119829283	6123
Tbx4	85777248	85806923	29675
Tbx5	119970733	120023284	52551
Tbx6	126380655	126384732	4077
Tbxa2r	81164565	81171006	6441
Tbxas1	38852338	39061519	209181
Tc2n	101611702	101684782	73080
Tcaf1	42644936	42687022	42086
Tcaf2	42599950	42622188	22238
Tcaf3	42561800	42574626	12826
Tcaim	122634604	122665399	30795
Tcam1	106167498	106179571	12073
Tcap	98274637	98275779	1142
Tcea1	4928037	4968132	40095
Tcea1-ps1	90766818	90767721	903
Tcea2	181322103	181329864	7761
Tcea3	135975040	136002209	27169
Tceal1	135608731	135612227	3496
Tceal3	135491591	135569127	77536
Tceal5	135101697	135104625	2928
Tceal6	134109436	134111436	2000
Tceal7	135115528	135126849	11321
Tceal8	135069733	135073091	3358
Tceal9	135145828	135147888	2060
Tceanc	165282808	165301563	18755
Tceanc2	106991352	107036313	44961
Tcerg1	42644552	42708858	64306
Tcerg1l	137810703	137999459	188756
Tcf12	71749970	72019153	269183
Tcf15	151985481	151991017	5536
Tcf19	35823631	35827721	4090
Tcf20	82692637	82872073	179436
Tcf21	22693180	22696073	2893
Tcf23	31126006	31134362	8356
Tcf24	10030388	10038157	7769
Tcf25	124100492	124130574	30082
Tcf3	80245348	80269481	24133
Tcf4	69476427	69822150	345723
Tcf7	52143198	52174158	30960
Tcf7l1	72603361	72766237	162876
Tcf7l2	55730252	55922086	191834
Tcfl5	180263749	180284501	20752
Tchh	93349637	93356384	6747
Tchhl1	93376061	93379287	3226
Tchp	114845821	114860388	14567
Tcim	24927196	24929000	1804
Tcirg1	3946050	3957133	11083
Tcl1	105183009	105189052	6043
Tcl1b1	105125949	105132884	6935
Tcl1b2	105112273	105121484	9211
Tcl1b3	105157302	105161871	4569
Tcl1b4	105168216	105173252	5036
Tcl1b5	105142603	105147404	4801
Tcn2	3867192	3882159	14967
Tcof1	60946827	60982043	35216
Tcp1	13134588	13143954	9366
Tcp1-ps1	68219483	68221527	2044
Tcp10a	7592045	7613373	21328
Tcp10b	13279991	13301368	21377
Tcp10c	13574834	13597485	22651
Tcp11	28285719	28299613	13894
Tcp11l1	104487633	104542514	54881
Tcp11l2	84412490	84450223	37733
Tcp11x2	134555447	134594539	39092
Tcstv1	120354924	120356321	1397
Tcstv3	120778414	120779714	1300
Tcta	108180157	108183359	3202
Tcte1	45834360	45853606	19246
Tcte2	13932706	13982087	49381
Tctn1	122375911	122402523	26612
Tctn2	124736812	124765803	28991
Tctn3	40584890	40600677	15787
Tdg	82465662	82486633	20971
Tdg-ps	82400512	82403479	2967
Tdg-ps2	41930109	41931302	1193
Tdgf1	110768671	110775226	6555
Tdgf1-ps1	3548374	3548886	512
Tdgf1-ps2	12408808	12409343	535
Tdh	63729796	63746541	16745
Tdo2	81864397	81883509	19112
Tdp1	99850776	99921478	70702
Tdp2	25015662	25026136	10474
Tdpoz1	93576640	93583617	6977
Tdpoz2	93558849	93559993	1144
Tdpoz3	93733327	93734424	1097
Tdpoz4	93703705	93704817	1112
Tdpoz5	93867599	93868621	1022
Tdpoz6	93599357	93600377	1020
Tdpoz7	93978929	93979951	1022
Tdpoz8	92976130	92982812	6682
Tdpoz9	93955288	93962192	6904
Tdpoz9-ps1	93843940	93850850	6910
Tdrd1	56814641	56858444	43803
Tdrd12	35168523	35237170	68647
Tdrd3	87654075	87782940	128865
Tdrd5	156082866	156131234	48368
Tdrd6	43926226	43941190	14964
Tdrd7	45965334	46034761	69427
Tdrd9	111937993	112035288	97295
Tdrkh	94320580	94341975	21395
Tdrp	14002008	14025032	23024
Tead1	112278525	112506014	227489
Tead2	44865177	44883068	17891
Tead3	28550645	28569791	19146
Tead4	128201251	128277786	76535
Tec	72913059	73025826	112767
Tecpr1	144131260	144160433	29173
Tecpr2	110855698	110938828	83130
Tecr	84298327	84334600	36273
Tecrl	83425992	83503042	77050
Tecta	42240915	42311225	70310
Tectb	55169165	55184745	15580
Tedc1	113120041	113129668	9627
Tedc2	24434028	24439825	5797
Teddm1a	153767488	153768804	1316
Teddm1b	153750091	153752617	2526
Teddm2	153725288	153775974	50686
Teddm3	20971405	20972750	1345
Tef	81686622	81711064	24442
Tefm	80027504	80033001	5497
Tek	94627526	94763213	135687
Tekt1	72235548	72253268	17720
Tekt2	126215914	126219481	3567
Tekt3	62952480	62985790	33310
Tekt4	25673589	25695576	21987
Tekt5	10175812	10213354	37542
Telo2	25318544	25334941	16397
Telomerase-vert	30649495	96322175	65672680
Ten1	116089681	116106144	16463
Tenm1	41616743	42518003	901260
Tenm2	35897483	37126791	1229308
Tenm3	48680717	49296986	616269
Tenm4	95820453	96560300	739847
Tent2	93282790	93328893	46103
Tent2-ps1	55781532	55782933	1401
Tent2-ps2	138111839	138112322	483
Tent4a	69646078	69682736	36658
Tent4b	88925841	88986350	60509
Tent5a	85202492	85209401	6909
Tent5b	133207443	133215249	7806
Tent5c	100358944	100396640	37696
Tent5d	106836196	106916515	80319
Tep1	51061516	51108017	46501
Tepp	96037194	96052951	15757
Tepsin	119981357	119989557	8200
Terb1	105173351	105236542	63191
Terb2	122016753	122036878	20125
Terc	96321753	96322149	396
Terf1	15875870	15914276	38406
Terf2	107796032	107823179	27147
Terf2ip	112738030	112747160	9130
Tert	73775030	73797962	22932
Tes	17065148	17105827	40679
Tes3-ps	49646794	49650065	3271
Tesc	118165808	118199943	34135
Tescl	24032507	24033361	854
Tesk1	43441939	43448064	6125
Tesk2	116578145	116663153	85008
Tesl1	23748792	23773846	25054
Tesl2	23823941	23825173	1232
Tesmin	3438857	3457823	18966
Tespa1	130158739	130199980	41241
Tet1	62640349	62744775	104426
Tet2	133169440	133250900	81460
Tet3	83339355	83436066	96711
Tex10	48430858	48473459	42601
Tex101	24367432	24376100	8668
Tex11	99882254	100103273	221019
Tex12	50468119	50472625	4506
Tex13a	137108914	137110329	1415
Tex13b	139709056	139714182	5126
Tex13c1	42680037	42682409	2372
Tex13c3	19345659	19347558	1899
Tex14	87295891	87446649	150758
Tex15	34006766	34075610	68844
Tex16	110920704	111037023	116319
Tex19.1	121036969	121039145	2176
Tex19.2	121007041	121009503	2462
Tex2	106392973	106504249	111276
Tex21	76245460	76293520	48060
Tex22	113038122	113052537	14415
Tex24	27834422	27839216	4794
Tex26	149363125	149394444	31319
Tex261	83745867	83752795	6928
Tex264	106535945	106563126	27181
Tex28	73194550	73211444	16894
Tex29	11890474	11905761	15287
Tex30	44125773	44141601	15828
Tex33	78262600	78280112	17512
Tex35	156926709	156936250	9541
Tex36	133188753	133203887	15134
Tex37	70890071	70895911	5840
Tex38	115637031	115638215	1184
Tex43	56721422	56727854	6432
Tex44	86354051	86355774	1723
Tex45	3520862	3537181	16319
Tex46	136337748	136340537	2789
Tex47	7354119	7361491	7372
Tex48	63525326	63540665	15339
Tex49	98468885	98487461	18576
Tex50	160982128	160986884	4756
Tex52	128352419	128362107	9688
Tex55	38632568	38649111	16543
Tex9	72357676	72399494	41818
Tfam	71061294	71074110	12816
Tfap2a	40868778	40891852	23074
Tfap2b	19279138	19308800	29662
Tfap2c	172391513	172400542	9029
Tfap2d	19173246	19236570	63324
Tfap2e	126609799	126630033	20234
Tfap4	4362525	4377718	15193
Tfb1m	3569531	3608056	38525
Tfb2m	179355620	179373832	18212
Tfcp2	100395893	100449889	53996
Tfcp2l1	118555675	118612898	57223
Tfdp1	13388751	13428448	39697
Tfdp2	96078328	96205699	127371
Tfe3	7628799	7641441	12642
Tfeb	48047955	48103344	55389
Tfec	16833372	16898440	65068
Tff1	31380369	31384251	3882
Tff2	31360023	31363256	3233
Tff3	31344280	31348620	4340
Tfg	56510695	56537813	27118
Tfip11	112474224	112485939	11715
Tfpi	84263199	84307119	43920
Tfpi2	3962595	3988919	26324
Tfpt	3623323	3632928	9605
Tfr2	137568102	137585743	17641
Tfrc	32427738	32451612	23874
Tg	66542602	66722570	179968
Tgds	118349323	118370167	20844
Tgfa	86172205	86252701	80496
Tgfb1	25386427	25404502	18075
Tgfb1i1	127845984	127854871	8887
Tgfb2	186354989	186438186	83197
Tgfb3	86103519	86125815	22296
Tgfbi	56757336	56787375	30039
Tgfbr1	47353222	47414931	61709
Tgfbr2	115913361	116004428	91067
Tgfbr3	107254436	107437495	183059
Tgfbr3l	4298214	4301423	3209
Tgfbrap1	43086360	43137797	51437
Tgif1	71151200	71160541	9341
Tgif1-ps	60249779	60250514	735
Tgif2	156681927	156697490	15563
Tgif2-ps1	89135101	89136053	952
Tgif2-ps2	40426249	40427217	968
Tgif2lx1	117389405	117390434	1029
Tgif2lx2	117336924	117337953	1029
Tgm1	55937466	55951383	13917
Tgm2	157958322	157988356	30034
Tgm3	129854269	129892319	38050
Tgm4	122863791	122896626	32835
Tgm5	120876592	120916322	39730
Tgm6	129954336	129996152	41816
Tgm7	120924046	120946877	22831
Tgoln1	72585415	72593983	8568
Tgs1	3574875	3616619	41744
Tgtp1	48876154	48884999	8845
Tgtp2	48948021	48955033	7012
Th	142446489	142484865	38376
Tha1	117758778	117764307	5529
Thada	84497504	84773633	276129
Thap1	26648169	26654179	6010
Thap11	106581764	106583582	1818
Thap12	98352310	98367269	14959
Thap2	115204309	115220348	16039
Thap3	152067096	152073454	6358
Thap4	93629657	93682586	52929
Thap6	92110248	92119925	9677
Thap7	17345846	17349000	3154
Thbd	148246386	148250108	3722
Thbs1	117942357	117957614	15257
Thbs2	14885762	14914497	28735
Thbs3	89122487	89134144	11657
Thbs4	92888098	92931326	43228
Theg	79412213	79423165	10952
Thegl	77163870	77209376	45506
Them4	94217396	94239847	22451
Them5	94249406	94254659	5253
Them6	74593053	74596488	3435
Them7	105054665	105210141	155476
Themis	28544356	28759814	215458
Themis2	132509154	132523698	14544
Themis3	66861500	66901616	40116
Thg1l	45837670	45846321	8651
Thnsl1	21210535	21219820	9285
Thnsl2	71105150	71121423	16273
Thoc1	9957906	9995489	37583
Thoc2	40883868	41009551	125683
Thoc2l	104656216	104702073	45857
Thoc3	54606650	54616662	10012
Thoc5	4845320	4878867	33547
Thoc6	23887588	23892856	5268
Thoc7	8507911	8520751	12840
Thop1	80905869	80918393	12524
Thpo	20543204	20553261	10057
Thra	98631464	98659832	28368
Thrap3	126057875	126096553	38678
Thrb	4431611	4809435	377824
Thrsp	97062145	97066937	4792
Thsd1	22717329	22751350	34021
Thsd4	59874214	60429329	555115
Thsd7a	12311609	12749409	437800
Thsd7b	129201039	130147015	945976
Thtpa	55332241	55336443	4202
Thumpd1	119314316	119320021	5705
Thumpd2	81333761	81372511	38750
Thumpd3	113023186	113045234	22048
Thy1	43954681	43959876	5195
Thyn1	26911006	26918632	7626
Tia1	86381201	86410387	29186
