DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51314362	human	9606	CYP4A22	284541		HGNC:20575	OMIM:615341	Chr1 p33	Chr1:47137419-47149742(+)	NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457	NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100	Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4
51314363	mouse, laboratory	10090	Cyp4a29	230639	MGI:3717143			Chr4 52.86 cM	Chr4:115099281-115111754(+)	NM_001100183	NP_001093653	
51314363	human	9606	CYP4A11	1579		HGNC:2642	OMIM:601310	Chr1 p33	Chr1:46928862-46941594(-)	NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155,NM_001363587,NM_000778,NM_001319155	NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680,NP_001350516,NP_000769,NP_001306084,XP_005270596,XP_016855954,XP_054190680	Q02928,Q02928,Q02928,Q02928,Q02928,Q02928,Q02928,Q02928
51314363	human	9606	CYP4A22	284541		HGNC:20575	OMIM:615341	Chr1 p33	Chr1:47137419-47149742(+)	NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457,NM_001010969,NM_001308102,NM_001437457	NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100,NP_001010969,NP_001295031,NP_001424386,XP_005270827,XP_047274137,XP_054192099,XP_054192100	Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4,Q5TCH4
51314364	mouse, laboratory	10090	Cyp4b1	13120	MGI:103225			Chr4 53.06 cM	Chr4:115481922-115504920(-)	NM_007823	NP_031849	Q64462
51314364	human	9606	CYP4B1	1580		HGNC:2644	OMIM:124075	Chr1 p33	Chr1:46757838-46819413(+)	NM_001099772,NM_000779,NM_001319163,NM_001319162,NM_001319161	NP_001306091,NP_001306090,NP_001093242,NP_001306092,NP_000770	P13584
51314365	mouse, laboratory	10090	Cyp4x1	81906	MGI:1932403			Chr4 52.76 cM	Chr4:114963518-114991276(-)	NM_001003947	NP_001003947	Q6A152
51314365	human	9606	CYP4X1	260293		HGNC:20244	OMIM:614999	Chr1 p33	Chr1:46961364-47055432(+)	NM_001320289,NM_178033,NM_001320290	XP_016856462,XP_054191850,NP_828847,NP_001307219,NP_001307218,XP_054191851,XP_047273308	Q8N118
51314366	mouse, laboratory	10090	Cyren	78412	MGI:1925662			Chr6 15.18 cM	Chr6:34848706-34854995(-)	XM_030255676,NM_001135611,NM_199145,NM_001347101	NP_001334030,NP_001129083,XP_030111536,NP_954596	Q8BHZ5
51314366	human	9606	CYREN	78996		HGNC:22432	OMIM:616980	Chr7 q33	Chr7:135092303-135172469(-)	NM_001243753,NM_024033,NM_001363330,NM_001363329,NM_001305630,NM_001305629,NM_001243755,NM_001243754,NM_001243752,NM_001243751,NM_001243749	XP_054214963,NP_001230678,NP_001230680,NP_001230681,NP_001230682,NP_001230683,NP_001230684,NP_001292558,NP_001292559,NP_001350258,NP_001350259,NP_076938,XP_016868080,XP_016868081,XP_016868084,XP_047276779,XP_047276780,XP_047276781,XP_047276782,XP_054214959,XP_054214960,XP_054214961,XP_054214962	Q9BWK5
51314367	mouse, laboratory	10090	Cys1	12879	MGI:2177632			Chr12 8.49 cM	Chr12:24715832-24731794(-)	NM_138686,XM_006514952,NM_001161807,NM_001004455	NP_001155279,NP_619627,NP_001004455,XP_006515015	Q8R4T1
51314367	human	9606	CYS1	192668		HGNC:18525	OMIM:618713	Chr2 p25.1	Chr2:10056473-10080944(-)	NM_001037160	NP_001032237	Q717R9
51314368	mouse, laboratory	10090	Cysrt1	67859	MGI:1915109			Chr2 17.09 cM	Chr2:25128831-25129876(-)	NM_026415	NP_080691	Q9D1E4
51314368	human	9606	CYSRT1	375791		HGNC:30529	OMIM:621357	Chr9	Chr9:137225174-137226315(+)	NM_199001	NP_945352	A8MQ03
51314369	mouse, laboratory	10090	Cytl1	231162	MGI:2684993			Chr5 20.21 cM	Chr5:37892863-37897164(+)	XM_132070	NP_001074575	
51314369	human	9606	CYTL1	54360		HGNC:24435	OMIM:607930	Chr4 p16.2	Chr4:5014586-5019486(-)	NM_018659	XP_016863788,XP_054206172,NP_061129	Q9NRR1
51314370	mouse, laboratory	10090	Dalir	104940697	MGI:5579231			Chr1 syntenic	Chr1:42789872-42792041(+)			
51314370	human	9606	DALIR	104940698		HGNC:51429		Chr2	Chr2:104907730-104910835(+)			
51314371	mouse, laboratory	10090	Dancr	70036	MGI:1917286			Chr5 39.38 cM	Chr5:74253780-74254998(+)			
51314371	human	9606	DANCR	57291		HGNC:28964	OMIM:614625	Chr4 q12	Chr4:52712325-52723623(+)			
51314372	mouse, laboratory	10090	Dcaf12l1	245404	MGI:2444462			ChrX 24 cM	ChrX:43875447-43879074(-)	NM_001190718,NM_178739	NP_001177647,NP_848854	Q8CBW4
51314372	human	9606	DCAF12L1	139170		HGNC:29395		ChrX q25	ChrX:126549383-126552814(-)	NM_178470,NM_178470	NP_848565,NP_848565	Q5VU92,Q5VU92
51314372	human	9606	DCAF12L2	340578		HGNC:32950		ChrX q25	ChrX:126163499-126166289(-)	NM_001013628,NM_001013628	NP_001013650,NP_001013650	Q5VW00,Q5VW00
51314373	mouse, laboratory	10090	Dcaf8l	18630	MGI:101758			ChrX 39.95 cM	ChrX:88447454-88453295(-)	XM_017318426,NM_008821	NP_032847,XP_017173915	
51314373	human	9606	DCAF8L1	139425		HGNC:31810		ChrX p21.3	ChrX:27977992-27981449(-)	NM_001017930	NP_001017930	A6NGE4
51314373	human	9606	DCAF8L2	347442		HGNC:31811		ChrX p21.3	ChrX:27468941-27749942(+)	NM_001136533,NM_001353448,NM_001353449,NM_001353450	XP_054182976,NP_001340377,XP_054182974,XP_054182975,NP_001340378,NP_001340379,XP_024308139,XP_024308141,XP_024308142,XP_024308140,XP_024308144,XP_024308145,XP_054182971,XP_054182972,XP_054182973	P0C7V8
51314374	mouse, laboratory	10090	Dcdc2c	68511	MGI:1915761			Chr12 10.94 cM	Chr12:28487794-28602448(-)	XM_017315167,NM_001373956,NM_001373957,NM_001373958,NM_001412102,XM_017315166,XM_126879,XM_036157602	NP_001399031,NP_001360887,XP_017170655,NP_001360885,NP_001171435,NP_001360886,XP_017170656,XP_036013495	Q9D1B8
51314374	human	9606	DCDC2C	728597		HGNC:32696		Chr2 p25.3	Chr2:3703575-3848008(+)	NM_001365580,NM_001287444	XP_016860325,XP_054199696,XP_054199695,XP_054199694,XP_054199693,XP_054199692,XP_054199691,XP_054199690,XP_054199689,XP_047301685,XP_047301684,XP_047301683,XP_047301682,XP_047301681,XP_047301680,XP_016860326,XP_006711957,NP_001352509,NP_001274373	A8MYV0
51314375	mouse, laboratory	10090	Dcstamp	75766	MGI:1923016			Chr15 15.51 cM	Chr15:39609326-39624334(+)	NM_001289508,NM_001289513,NM_001289512,XM_006521519,NM_001289506,XM_128030	NP_083698,XP_006521582,NP_001276437,NP_001276435,NP_001276441,NP_001276442	Q7TNJ0
51314375	human	9606	DCSTAMP	81501		HGNC:18549	OMIM:605933	Chr8 q22.3	Chr8:104339087-104356689(+)	NM_030788,NM_001257317	XP_054217279,NP_001244246,NP_110415,XP_024303056,XP_024303057,XP_047278233,XP_054217274,XP_054217275,XP_054217276,XP_054217277,XP_054217278	Q9H295
51314376	mouse, laboratory	10090	Dcun1d5	76863	MGI:1924113			Chr9 2.46 cM	Chr9:7184520-7208205(+)	NM_001357484,XM_030244711,NM_029775,XM_006509889,NM_001357483	XP_030100571,NP_001344412,NP_084051,NP_001344413,XP_006509952	Q9CXV9
51314376	human	9606	DCUN1D5	84259		HGNC:28409	OMIM:616522	Chr11 q22.3	Chr11:103050686-103092194(-)	NM_001318739,NM_001318740,NM_001318741,NM_032299	NP_001305668,NP_115675,NP_001305670,NP_001305669	Q9BTE7
51314377	mouse, laboratory	10090	Ddit4l	73284	MGI:1920534			Chr3 63.81 cM	Chr3:137329433-137334093(+)	NM_030143	NP_084419	Q8VHZ5
51314377	human	9606	DDIT4L	115265		HGNC:30555	OMIM:607730	Chr4 q24	Chr4:100185870-100190782(-)	NM_145244	NP_660287	Q96D03
51314378	mouse, laboratory	10090	Ddn	13199	MGI:108101			Chr15 54.69 cM	Chr15:98701663-98705806(-)	NM_001013741,XM_283318	NP_001013763	Q80TS7
51314378	human	9606	DDN	23109		HGNC:24458	OMIM:610588	Chr12 q13.12	Chr12:48995149-48999375(-)	NM_015086	NP_055901	O94850
51314379	mouse, laboratory	10090	Ddx10	77591	MGI:1924841			Chr9 29.12 cM	Chr9:53009935-53159353(-)	XM_006510684,XM_284494	XP_006510747,NP_084212	Q80Y44
51314379	human	9606	DDX10	1662		HGNC:2735	OMIM:601235	Chr11 q22.3	Chr11:108665053-108940999(+)	NM_004398	NP_004389	Q13206
51314380	mouse, laboratory	10090	Ddx25	30959	MGI:1353582			Chr9 20.31 cM	Chr9:35453144-35469766(-)	NM_013932	NP_038960	Q9QY15
51314380	human	9606	DDX25	29118		HGNC:18698	OMIM:607663	Chr11 q24.2	Chr11:125903328-125943702(+)	NM_001330438,NM_013264	XP_047282805,NP_037396,NP_001317367	Q9UHL0
51314381	mouse, laboratory	10090	Ddx5	13207	MGI:105037			Chr11 70.01 cM	Chr11:106671181-106680011(-)	NM_001355676,NM_007840,NM_001355677	NP_031866,NP_001342605,NP_001342606	Q61656
51314381	human	9606	DDX5	1655		HGNC:2746	OMIM:180630	Chr17 q23.3	Chr17:64498254-64508199(-)	NM_001320597,NM_001320596,NM_004396,NM_001320595	NP_001307524,NP_001307525,NP_001307526,NP_004387,XP_047291469,XP_054171273	P17844
51314382	mouse, laboratory	10090	Ddx50	94213	MGI:2182303			Chr10 32.44 cM	Chr10:62451674-62486997(-)	XM_030245407,XM_036156125,XM_011243608,XM_030245410,XM_006514345,XM_030245408,NM_053183,NM_001358820,NM_001358819,XM_036156126,XM_030245409	XP_030101268,NP_001345749,NP_444413,XP_036012018,XP_036012019,XP_011241910,XP_030101267,XP_030101269,XP_030101270,XP_006514408,NP_001345748	Q99MJ9
51314382	human	9606	DDX50	79009		HGNC:17906	OMIM:610373	Chr10 q22.1	Chr10:68901264-68946847(+)	NM_024045	XP_054222686,XP_054222685,XP_047281683,XP_011538446,NP_076950,XP_054222682,XP_054222683,XP_054222684,XP_047281684,XP_047281682	Q9BQ39
51314383	mouse, laboratory	10090	Ddx60	234311	MGI:2384570			Chr8 31.51 cM	Chr8:62381155-62491278(+)	XM_358375,XM_036153913,XM_006509396,NM_001293783,XM_017312697,XM_011242214,XM_036153914,XM_017312698,XM_006509393	XP_006509456,NP_001280712,XP_006509459,XP_011240516,XP_017168186,XP_036009806,XP_017168187,XP_036009807	
51314383	human	9606	DDX60	55601		HGNC:25942	OMIM:613974	Chr4 q32.3	Chr4:168216291-168325979(-)	NM_017631,NM_001410861	XP_054206433,XP_024309901,XP_024309900,XP_016863873,XP_016863872,NP_001397790,XP_054206431,XP_054206432,XP_054206434,XP_054206430,XP_011530406,NP_060101	Q8IY21
51314384	mouse, laboratory	10090	Defa42	665927	MGI:3645033			Chr8 10.35 cM	Chr8:21945443-21946533(-)	NM_001177518	NP_001170989	
51314384	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314384	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314384	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314384	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314384	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314385	mouse, laboratory	10090	Defa39	382000	MGI:3611585			Chr8 10.35 cM	Chr8:22192540-22193663(-)	NM_001007582	NP_001007583	
51314385	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314385	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314385	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314385	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314385	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314386	mouse, laboratory	10090	Defa22	382059	MGI:3639039			Chr8 10.35 cM	Chr8:21652293-21653265(+)	NM_207658	NP_997541	Q8C1N8
51314386	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314386	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314386	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314386	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314386	human	9606	DEFA5	1670		HGNC:2764	OMIM:600472	Chr8 p23.1	Chr8:7055304-7056739(-)	NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010	NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290	Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523
51314386	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314387	mouse, laboratory	10090	Defa-rs10	13219	MGI:102516			Chr8 syntenic		NM_007845	NP_031871	Q64263
51314387	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
